#       step         max_devi_e         min_devi_e         avg_devi_e         max_devi_f         min_devi_f         avg_devi_f
           0       1.289382e+00       3.222114e-01       5.156922e-01       5.838189e-03       1.675472e-05       4.672181e-03
          10       1.269950e+00       3.102714e-01       5.082943e-01       1.123707e-02       7.435142e-03       1.017452e-02
          20       1.257602e+00       3.015104e-01       5.048053e-01       1.697287e-02       1.167926e-02       1.479868e-02
          30       1.250618e+00       2.977145e-01       5.028650e-01       1.297485e-02       1.024215e-02       1.174090e-02
          40       1.249341e+00       2.934345e-01       5.018472e-01       1.703081e-02       7.065721e-03       1.054133e-02
          50       1.255526e+00       2.964023e-01       5.050017e-01       1.221770e-02       1.056429e-02       1.153650e-02
          60       1.264912e+00       3.005974e-01       5.097508e-01       2.960364e-02       1.533275e-02       2.193576e-02
          70       1.286475e+00       3.074141e-01       5.159169e-01       1.240306e-02       6.170991e-03       1.043308e-02
          80       1.311655e+00       3.148372e-01       5.254769e-01       1.121301e-02       6.840537e-03       8.578619e-03
          90       1.334663e+00       3.316858e-01       5.340588e-01       3.457052e-02       1.730108e-02       2.378718e-02
         100       1.351488e+00       3.154953e-01       5.415734e-01       1.723413e-02       3.077108e-03       1.412261e-02
         110       1.342969e+00       3.005054e-01       5.405027e-01       5.023984e-02       1.642449e-02       2.808715e-02
         120       1.322063e+00       2.923508e-01       5.326687e-01       1.693410e-02       3.911527e-03       1.097629e-02
         130       1.292364e+00       2.896561e-01       5.214232e-01       2.333017e-02       1.120427e-02       1.706040e-02
         140       1.265465e+00       2.892793e-01       5.090532e-01       3.596004e-02       2.076523e-02       2.735001e-02
         150       1.251554e+00       2.940629e-01       5.023321e-01       1.474772e-02       1.004651e-02       1.288428e-02
         160       1.242457e+00       2.998028e-01       4.986543e-01       4.577462e-02       8.886234e-03       2.196857e-02
         170       1.245191e+00       3.020053e-01       4.983870e-01       2.013407e-02       1.072819e-02       1.625821e-02
         180       1.252768e+00       2.973402e-01       5.020803e-01       2.134647e-02       1.515276e-02       1.677696e-02
         190       1.265556e+00       2.975939e-01       5.080757e-01       1.739179e-02       9.806524e-03       1.308804e-02
         200       1.286822e+00       2.998410e-01       5.169422e-01       9.232348e-03       7.489521e-03       8.239481e-03
         210       1.306310e+00       3.034408e-01       5.257962e-01       2.501422e-02       1.240230e-02       1.805114e-02
         220       1.325895e+00       3.104526e-01       5.324357e-01       1.583755e-02       9.314852e-03       1.321852e-02
         230       1.334166e+00       3.192752e-01       5.349047e-01       9.544923e-03       7.578334e-03       8.324293e-03
         240       1.329330e+00       3.167575e-01       5.324318e-01       2.591858e-02       6.584885e-03       1.297432e-02
         250       1.317490e+00       3.218169e-01       5.272628e-01       1.282124e-02       7.714180e-04       1.033616e-02
         260       1.295839e+00       3.015971e-01       5.201944e-01       1.892312e-02       1.452540e-02       1.713951e-02
         270       1.277891e+00       2.914137e-01       5.146903e-01       1.873257e-02       1.098115e-02       1.411869e-02
         280       1.262282e+00       2.898035e-01       5.100627e-01       2.635392e-02       9.058346e-03       1.578492e-02
         290       1.252176e+00       2.853676e-01       5.055637e-01       2.280725e-02       1.482662e-02       1.741280e-02
         300       1.251070e+00       2.901683e-01       5.032492e-01       1.940942e-02       1.759109e-02       1.858281e-02
