#       step         max_devi_e         min_devi_e         avg_devi_e         max_devi_f         min_devi_f         avg_devi_f
           0       1.205490e+00       2.783920e-01       4.829335e-01       2.749072e-02       1.330801e-02       2.258388e-02
          10       1.206835e+00       2.624122e-01       4.834129e-01       4.692461e-02       1.601777e-02       3.854254e-02
          20       1.207090e+00       2.613943e-01       4.835100e-01       5.269370e-02       1.506205e-02       4.242816e-02
          30       1.204349e+00       2.642510e-01       4.826884e-01       3.639340e-02       1.591096e-02       3.085717e-02
          40       1.198061e+00       2.614559e-01       4.805008e-01       1.189102e-02       7.507737e-03       9.709786e-03
          50       1.190687e+00       2.701567e-01       4.772535e-01       3.083208e-02       9.194341e-03       2.595924e-02
          60       1.183079e+00       2.608483e-01       4.739527e-01       5.354043e-02       1.522580e-02       4.310782e-02
          70       1.176416e+00       2.624542e-01       4.714159e-01       6.050683e-02       1.767862e-02       4.626887e-02
          80       1.171200e+00       2.665046e-01       4.696752e-01       4.400284e-02       3.086990e-02       3.835594e-02
          90       1.167553e+00       2.647080e-01       4.687943e-01       3.865359e-02       9.332247e-03       2.323394e-02
         100       1.167869e+00       2.623537e-01       4.687739e-01       4.963087e-02       3.169227e-02       3.789354e-02
         110       1.175391e+00       2.632428e-01       4.710564e-01       6.958469e-02       2.214988e-02       5.748006e-02
         120       1.185438e+00       2.522987e-01       4.751161e-01       8.379525e-02       3.408225e-02       6.477183e-02
         130       1.197118e+00       2.530133e-01       4.803549e-01       4.935111e-02       3.025868e-02       4.246487e-02
         140       1.207362e+00       2.661213e-01       4.846153e-01       2.331063e-02       1.623870e-02       1.916426e-02
         150       1.211492e+00       2.425059e-01       4.867876e-01       4.693972e-02       2.870931e-02       3.718386e-02
         160       1.215956e+00       2.466413e-01       4.878364e-01       5.866528e-02       2.806161e-02       4.893561e-02
         170       1.215210e+00       2.689806e-01       4.864718e-01       6.544348e-02       2.258563e-02       5.280305e-02
         180       1.209389e+00       2.748776e-01       4.842913e-01       4.448168e-02       1.678974e-02       3.763534e-02
         190       1.199437e+00       2.667016e-01       4.808174e-01       1.668859e-02       1.009226e-02       1.429147e-02
         200       1.189055e+00       2.601977e-01       4.768369e-01       2.995086e-02       1.260121e-02       2.313547e-02
         210       1.179600e+00       2.607157e-01       4.729052e-01       5.367509e-02       1.830519e-02       4.264257e-02
         220       1.173561e+00       2.682102e-01       4.702457e-01       5.604865e-02       1.706091e-02       4.407126e-02
         230       1.169991e+00       2.692766e-01       4.689071e-01       3.699521e-02       2.016949e-02       3.244125e-02
         240       1.168086e+00       2.691976e-01       4.684181e-01       1.558443e-02       8.502975e-03       1.290588e-02
         250       1.170605e+00       2.679172e-01       4.692776e-01       3.016237e-02       1.373089e-02       2.482370e-02
         260       1.175353e+00       2.711314e-01       4.707849e-01       5.198017e-02       1.931831e-02       4.265243e-02
         270       1.182336e+00       2.677548e-01       4.735509e-01       5.651009e-02       9.845526e-03       4.299060e-02
         280       1.190210e+00       2.737705e-01       4.769208e-01       3.459306e-02       1.365458e-02       2.952308e-02
         290       1.197505e+00       2.627891e-01       4.801830e-01       1.305065e-02       5.444868e-03       8.508620e-03
         300       1.203427e+00       2.569243e-01       4.825025e-01       3.329261e-02       1.101796e-02       2.553955e-02
         310       1.208289e+00       2.657009e-01       4.839332e-01       4.854900e-02       1.929990e-02       4.142052e-02
         320       1.208714e+00       2.713912e-01       4.840676e-01       5.217838e-02       1.390099e-02       4.361503e-02
         330       1.204916e+00       2.677746e-01       4.831274e-01       3.921040e-02       1.707051e-02       3.175673e-02
         340       1.200537e+00       2.569378e-01       4.817907e-01       1.837455e-02       4.633726e-03       1.389570e-02
         350       1.194220e+00       2.549769e-01       4.789793e-01       4.199569e-02       2.166611e-02       3.161074e-02
         360       1.187294e+00       2.622190e-01       4.754649e-01       6.000699e-02       1.613122e-02       4.901611e-02
         370       1.179476e+00       2.672038e-01       4.722734e-01       6.611909e-02       1.726388e-02       5.090015e-02
         380       1.170669e+00       2.576461e-01       4.701956e-01       5.053349e-02       3.667075e-02       4.163972e-02
         390       1.168146e+00       2.589204e-01       4.699569e-01       4.024134e-02       1.046298e-02       2.731003e-02
