2019-06-24 12:56:22.647626: I tensorflow/core/platform/cpu_feature_guard.cc:140] Your CPU supports instructions that this TensorFlow binary was not compiled to use: AVX512F
2019-06-24 12:56:24.796130: E tensorflow/stream_executor/cuda/cuda_driver.cc:406] failed call to cuInit: CUDA_ERROR_NO_DEVICE
2019-06-24 12:56:24.796238: I tensorflow/stream_executor/cuda/cuda_diagnostics.cc:158] retrieving CUDA diagnostic information for host: SR760-GPU-7
2019-06-24 12:56:24.796264: I tensorflow/stream_executor/cuda/cuda_diagnostics.cc:165] hostname: SR760-GPU-7
2019-06-24 12:56:24.796375: I tensorflow/stream_executor/cuda/cuda_diagnostics.cc:189] libcuda reported version is: 410.48.0
2019-06-24 12:56:24.796479: I tensorflow/stream_executor/cuda/cuda_diagnostics.cc:193] kernel reported version is: 410.48.0
2019-06-24 12:56:24.796499: I tensorflow/stream_executor/cuda/cuda_diagnostics.cc:300] kernel version seems to match DSO: 410.48.0
fo of lammps module:
  use deepmd-kit at:  /sharedext4/local/deepmd-kit-0.12.4
  source:             v0.12.4-1-ge3cd911-dirty
  source branch:      master
  source commit:      e3cd911
  source commit at:   2019-02-07 10:22:13 +0800
  build float prec:   double
  build with tf inc:  /sharedext4/local/tensorflow/r1.8.gpu.cc/include
  build with tf lib:  /sharedext4/local/tensorflow/r1.8.gpu.cc/lib/libtensorflow_cc.so;/sharedext4/local/tensorflow/r1.8.gpu.cc/lib/libtensorflow_framework.so
  >>> Info of model(s):
  using   4 model(s): ../graph.002.pb ../graph.003.pb ../graph.000.pb ../graph.001.pb 
  rcut in model:      5
  ntypes in model:    2
Neighbor list info ...
  update every 1 steps, delay 10 steps, check yes
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 6
  ghost atom cutoff = 6
  binsize = 3, bins = 4 4 4
  1 neighbor lists, perpetual/occasional/extra = 1 0 0
  (1) pair deepmd, perpetual
      attributes: , newton on
      pair build: full/bin/atomonly
      stencil: full/bin/3d
      bin: standard
Setting up Verlet run ...
  Unit style    : metal
  Current step  : 0
  Time step     : 0.002
Per MPI rank memory allocation (min/avg/max) = 3.949 | 3.949 | 3.949 Mbytes
Step Temp PotEng KinEng TotEng Press Volume Lx Ly Lz Xy Xz Yz 
       0          100   -23.995582  0.051704058   -23.943878    376.42677    989.58201    9.8043394    10.202017    9.8934422   -0.0635065    0.2794654    0.2602206 
      10     57.71194    -23.97015  0.029839415   -23.940311    247.90118    990.61054     9.807735     10.20555    9.8968686 -0.063528494   0.27956219   0.26031072 
      20     52.66804   -23.964074  0.027231514   -23.936842    79.338606    991.56795    9.8108936    10.208837     9.900056 -0.063548954   0.27965222   0.26039456 
      30    46.690486   -23.955128  0.024140876   -23.930988   -70.689995    992.42605    9.8137229    10.211781     9.902911 -0.063567281   0.27973287   0.26046965 
      40    88.746795   -23.973619  0.045885695   -23.927734    -169.8274    993.17991    9.8162071    10.214366    9.9054178 -0.063583372   0.27980368   0.26053559 
      50    81.702544   -23.964275  0.042243531   -23.922032   -251.58042    993.84311    9.8183916    10.216639    9.9076221 -0.063597522   0.27986595   0.26059356 
      60    91.026412   -23.964368  0.047064349   -23.917304   -237.38071    994.38079    9.8201619    10.218481    9.9094085 -0.063608988   0.27991641   0.26064055 
      70     101.0303   -23.960433  0.052236763   -23.908196   -24.004426    994.78872    9.8215046    10.219878    9.9107634 -0.063617685   0.27995468   0.26067619 
      80    89.246627   -23.933884  0.046144128    -23.88774    129.25169    995.18477    9.8228078    10.221234    9.9120785 -0.063626127   0.27999183   0.26071078 
      90    150.15703   -23.950597  0.077637279    -23.87296    119.20524    995.68156     9.824442    10.222935    9.9137275 -0.063636713   0.28003841   0.26075415 
     100    138.32349   -23.942886  0.071518859   -23.871367   -123.03355    996.32802    9.8265678    10.225147    9.9158726 -0.063650482     0.280099   0.26081057 
     110    160.95792   -23.958781  0.083221777    -23.87556   -603.37737    997.15422    9.8292833    10.227972    9.9186127 -0.063668071   0.28017641   0.26088264 
     120    120.09995   -23.927341  0.062096549   -23.865244   -739.36521    997.94338    9.8318756     10.23067    9.9212286 -0.063684862    0.2802503   0.26095145 
     130    156.02369    -23.94276  0.080670579    -23.86209    -650.4445    998.70577    9.8343786    10.233274    9.9237544 -0.063701076   0.28032165   0.26101788 
     140    113.34601   -23.919706  0.058604488   -23.861102   -334.96747    999.43012    9.8367557    10.235748    9.9261531 -0.063716473    0.2803894   0.26108097 
     150    142.92584   -23.944769  0.073898461   -23.870871    124.49323    1000.1421    9.8390909    10.238178    9.9285095 -0.063731599   0.28045597   0.26114295 
     160     129.4316   -23.949823   0.06692139   -23.882901    546.28227     1000.943    9.8417165     10.24091     9.931159 -0.063748606   0.28053081   0.26121264 
     170    105.29838   -23.942311  0.054443537   -23.887868    992.57991    1001.8215    9.8445951    10.243905    9.9340637 -0.063767252   0.28061286   0.26128904 
     180    132.83707    -23.95336  0.068682157   -23.884678    1139.7586     1002.924     9.848205    10.247662    9.9377064 -0.063790634   0.28071576   0.26138485 
     190    120.36256   -23.952565  0.062232326   -23.890332    899.02361    1004.2626    9.8525846    10.252219    9.9421258 -0.063819003   0.28084059   0.26150109 
     200    134.67616   -23.972215  0.069633042   -23.902582    367.78963    1005.8208    9.8576775    10.257518    9.9472651 -0.063851992   0.28098576   0.26163627 
     210    88.851442   -23.954741  0.045939801   -23.908802   -325.64656     1007.501    9.8631635    10.263227    9.9528009 -0.063887526   0.28114214   0.26178187 
     220    101.26766   -23.958907  0.052359489   -23.906548   -909.03799    1009.1691     9.868604    10.268888    9.9582909 -0.063922767   0.28129722   0.26192627 
     230    81.574666   -23.947413  0.042177413   -23.905236   -1186.3594    1010.7093    9.8736219    10.274109    9.9633543 -0.063955269   0.28144025   0.26205945 
     240    86.345911   -23.951893   0.04464434   -23.907249   -1243.8659    1012.1358    9.8782649    10.278941    9.9680396 -0.063985344   0.28157259   0.26218268 
     250    70.555062   -23.948614   0.03647983   -23.912134   -1031.7288    1013.4416    9.8825114     10.28336    9.9723246  -0.06401285   0.28169363   0.26229539 
     260    64.504567   -23.952113  0.033351478   -23.918761   -608.21969    1014.6534    9.8864485    10.287456    9.9762975 -0.064038353   0.28180586   0.26239989 
     270    117.52166   -23.986764  0.060763469      -23.926   -82.821771    1015.8223    9.8902435    10.291405     9.980127 -0.064062934   0.28191403   0.26250061 
     280    111.33569   -23.985396  0.057565069   -23.927831    535.27281    1016.9917    9.8940373    10.295353    9.9839553 -0.064087508   0.28202217   0.26260131 
     290    116.64636   -23.983806  0.060310903   -23.923495    1054.2275    1018.2785    9.8982085    10.299693    9.9881643 -0.064114526   0.28214107   0.26271201 
     300    44.428256   -23.938035  0.022971211   -23.915064    1337.3046    1019.7549    9.9029901    10.304669    9.9929894 -0.064145498   0.28227736   0.26283892 
     310    44.869053   -23.936884  0.023199121   -23.913685    1286.9568    1021.4718    9.9085446    10.310449    9.9985944 -0.064181477   0.28243569   0.26298635 
     320    73.120718   -23.955128  0.037806379   -23.917322    940.61883    1023.4055    9.9147931    10.316951      10.0049 -0.064221951    0.2826138   0.26315219 
     330    128.53224   -23.986641  0.066456382   -23.920185    363.28492    1025.5587    9.9217415    10.324181    10.011911 -0.064266959   0.28281186   0.26333661 
     340    121.06953   -23.976916  0.062597859   -23.914318   -292.44082    1027.8879    9.9292473    10.331991    10.019485 -0.064315577   0.28302581   0.26353583 
     350    91.309203   -23.949647  0.047210563   -23.902437   -895.65497    1030.3474    9.9371604    10.340225     10.02747 -0.064366833   0.28325136   0.26374585 
     360    94.233026   -23.937576  0.048722298   -23.888854    -1320.239    1032.8856    9.9453137    10.348709    10.035698 -0.064419645   0.28348377   0.26396225 
     370    93.841015   -23.923752  0.048519613   -23.875232   -1454.5641      1035.45    9.9535375    10.357267    10.043996 -0.064472914   0.28371818   0.26418052 
     380    188.39512   -23.965463  0.097407923   -23.868055   -1239.7792    1038.0874     9.961981    10.366053    10.052516 -0.064527606   0.28395886   0.26440462 
     390    163.32732   -23.945719  0.084446851   -23.861273   -658.57119    1040.8662    9.9708619    10.375294    10.061478 -0.064585131     0.284212   0.26464034 
     400     156.6567   -23.939416  0.080997873   -23.858418    125.38125    1043.9613    9.9807353    10.385568    10.071441 -0.064649085   0.28449343   0.26490239 
     410    98.767381   -23.895218  0.051066744   -23.844151    945.30141    1047.5295    9.9920937    10.397387    10.082903 -0.064722657    0.2848172   0.26520386 
     420    165.68544   -23.928342  0.085666097   -23.842676    1348.7975    1051.8235    10.005728    10.411574    10.096661 -0.064810971   0.28520583   0.26556573 
     430    170.95378    -23.94739  0.088390041      -23.859    1247.9723    1056.9451    10.021942    10.428446    10.113022 -0.064915996     0.285668   0.26599607 
     440     178.3147   -23.971631  0.092195937   -23.879435     761.7516    1062.8724    10.040641    10.447903    10.131892 -0.065037118   0.28620101   0.26649237 
     450    136.06235    -23.95598  0.070349756    -23.88563    203.02067    1069.4504    10.061312    10.469413     10.15275 -0.065171011   0.28679021     0.267041 
     460    73.210738   -23.929189  0.037852922   -23.891336   -230.13748    1076.5197    10.083433     10.49243    10.175072 -0.065314294   0.28742074   0.26762811 
     470    105.60832   -23.954951  0.054603786   -23.900347    -557.1036     1084.036    10.106846    10.516793    10.198698 -0.065465951   0.28808812   0.26824953 
     480    80.575255   -23.951619  0.041660677   -23.909958   -662.90787    1091.9345    10.131333    10.542274    10.223408 -0.065624566   0.28878612   0.26889947 
     490    88.968517   -23.966702  0.046000333   -23.920701   -625.68043    1100.2635    10.157028    10.569011    10.249336    -0.065791   0.28951852   0.26958143 
     500    60.189262   -23.959413  0.031120291   -23.928293   -424.72887    1109.0057    10.183858    10.596929     10.27641 -0.065964788   0.29028329   0.27029354 
     510    84.117753   -23.976835  0.043492292   -23.933343   -98.695545    1118.1931    10.211903    10.626111     10.30471 -0.066146446   0.29108269   0.27103789 
     520    85.906022   -23.975309  0.044416899   -23.930892    225.95796    1127.8879    10.241331    10.656733    10.334405 -0.066337061   0.29192151   0.27181894 
     530    84.447203   -23.972144  0.043662631   -23.928481    431.83773    1138.1616    10.272332    10.688992    10.365688  -0.06653787   0.29280518   0.27264177 
     540    62.906838   -23.961063  0.032525388   -23.928537    517.41655    1149.0343    10.304939    10.722921    10.398591 -0.066749074   0.29373461   0.27350719 
     550    51.425663   -23.956717  0.026589155   -23.930128    414.63025    1160.5288    10.339187    10.758558     10.43315 -0.066970913   0.29471083   0.27441618 
     560     93.46706   -23.979256  0.048326263    -23.93093    179.93656     1172.635    10.375014    10.795839    10.469303 -0.067202979   0.29573205   0.27536708 
     570    89.120901   -23.970436  0.046079122   -23.924357   -50.094832    1185.2702    10.412145    10.834476    10.506771  -0.06744349   0.29679044   0.27635259 
     580     102.5149    -23.97181  0.053004363   -23.918806   -321.95066    1198.4756     10.45067    10.874564    10.545647 -0.067693034   0.29788858    0.2773751 
     590    47.736094   -23.938015  0.024681498   -23.913334   -513.35557    1212.1626    10.490303    10.915804     10.58564 -0.067949752   0.29901829   0.27842702 
     600    65.595002   -23.945398  0.033915278   -23.911483   -602.38939    1226.3287     10.53101    10.958162    10.626717 -0.068213428   0.30017861   0.27950744 
     610    99.425749   -23.962055  0.051407147   -23.910647   -598.21331    1240.9595    10.572725    11.001569    10.668811 -0.068483631   0.30136766   0.28061461 
     620    154.75499   -23.988064   0.08001461   -23.908049   -412.18135    1256.0683     10.61546    11.046038    10.711934 -0.068760442   0.30258579   0.28174885 
     630     126.9178   -23.968316  0.065621654   -23.902694   -52.078086    1271.6742    10.659243    11.091596    10.756115 -0.069044041   0.30383379   0.28291091 
     640    78.134628   -23.933505  0.040398773   -23.893106    326.35133    1287.9184    10.704438    11.138624    10.801721 -0.069336784   0.30512203   0.28411044 
     650    82.088482    -23.92578  0.042443076   -23.883337    676.79784     1304.854    10.751153    11.187235    10.848861  -0.06963938   0.30645362   0.28535034 
     660    85.438374   -23.925266  0.044175106   -23.881091    849.66183    1322.6294    10.799752    11.237805    10.897902 -0.069954175    0.3078389   0.28664022 
     670    183.61918   -23.983813  0.094938565   -23.888875    785.43839    1341.3655    10.850509    11.290621     10.94912 -0.070282946   0.30928569   0.28798738 
     680    153.36066   -23.973007  0.079293686   -23.893714    601.10575    1361.0784    10.903404    11.345661    11.002496 -0.070625569   0.31079343   0.28939129 
     690    125.22695   -23.952815  0.064747413   -23.888068    291.25174    1381.8472    10.958583    11.403078    11.058176 -0.070982984   0.31236626   0.29085581 
     700    82.880994   -23.926077  0.042852837   -23.883225   -58.241623     1403.589    11.015758    11.462572     11.11587 -0.071353328   0.31399599   0.29237331 
     710    123.97389   -23.948877  0.064099531   -23.884777    -424.6622    1426.2995    11.074853    11.524065    11.175503  -0.07173611   0.31568045   0.29394178 
     720    108.16316   -23.947524  0.055924745     -23.8916    -708.0977    1449.9002    11.135604    11.587279    11.236805 -0.072129615    0.3174121   0.29555418 
     730    102.37754   -23.954282  0.052933343   -23.901349   -840.43677    1474.3399    11.197823    11.652022     11.29959 -0.072532634   0.31918562   0.29720557 
     740    87.938566   -23.961103  0.045467807   -23.915635    -774.2154    1499.5766    11.261354     11.71813    11.363699  -0.07294415   0.32099653   0.29889177 
     750     64.52625   -23.967799   0.03336269   -23.934436   -498.07786    1525.5588    11.326022    11.785421    11.428954 -0.073363025   0.32283982   0.30060813 
     760    77.191932   -23.990064  0.039911361   -23.950152   -187.75369    1552.4971    11.392298    11.854385    11.495832 -0.073792323   0.32472898    0.3023672 
     770    46.587788   -23.981055  0.024087777   -23.956967    75.450685    1580.5361    11.460473    11.925326    11.564627 -0.074233919   0.32667226   0.30417666 
     780    34.822042   -23.977306  0.018004409   -23.959302    284.69366    1609.7932    11.530756    11.998459    11.635548 -0.074689166   0.32867561   0.30604205 
     790    11.929739   -23.966267  0.006168159   -23.960099    419.75347    1640.3633    11.603288    12.073934     11.70874 -0.075158989    0.3307431   0.30796717 
     800    41.381445   -23.984034  0.021395886   -23.962638    452.59549     1672.391    11.678319    12.152008    11.784453 -0.075644993    0.3328818   0.30995859 
     810    51.976398   -23.990631  0.026873907   -23.963757    413.79631    1705.9607    11.755941    12.232778    11.862781 -0.076147782   0.33509436   0.31201879 
