2019-06-24 13:55:30.495112: I tensorflow/core/platform/cpu_feature_guard.cc:140] Your CPU supports instructions that this TensorFlow binary was not compiled to use: AVX512F
2019-06-24 13:55:32.189580: E tensorflow/stream_executor/cuda/cuda_driver.cc:406] failed call to cuInit: CUDA_ERROR_NO_DEVICE
2019-06-24 13:55:32.189680: I tensorflow/stream_executor/cuda/cuda_diagnostics.cc:158] retrieving CUDA diagnostic information for host: SR760-GPU-7
2019-06-24 13:55:32.189707: I tensorflow/stream_executor/cuda/cuda_diagnostics.cc:165] hostname: SR760-GPU-7
2019-06-24 13:55:32.189818: I tensorflow/stream_executor/cuda/cuda_diagnostics.cc:189] libcuda reported version is: 410.48.0
2019-06-24 13:55:32.189940: I tensorflow/stream_executor/cuda/cuda_diagnostics.cc:193] kernel reported version is: 410.48.0
2019-06-24 13:55:32.189962: I tensorflow/stream_executor/cuda/cuda_diagnostics.cc:300] kernel version seems to match DSO: 410.48.0
fo of lammps module:
  use deepmd-kit at:  /sharedext4/local/deepmd-kit-0.12.4
  source:             v0.12.4-1-ge3cd911-dirty
  source branch:      master
  source commit:      e3cd911
  source commit at:   2019-02-07 10:22:13 +0800
  build float prec:   double
  build with tf inc:  /sharedext4/local/tensorflow/r1.8.gpu.cc/include
  build with tf lib:  /sharedext4/local/tensorflow/r1.8.gpu.cc/lib/libtensorflow_cc.so;/sharedext4/local/tensorflow/r1.8.gpu.cc/lib/libtensorflow_framework.so
  >>> Info of model(s):
  using   4 model(s): ../graph.002.pb ../graph.003.pb ../graph.000.pb ../graph.001.pb 
  rcut in model:      5
  ntypes in model:    2
Neighbor list info ...
  update every 1 steps, delay 10 steps, check yes
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 6
  ghost atom cutoff = 6
  binsize = 3, bins = 4 4 4
  1 neighbor lists, perpetual/occasional/extra = 1 0 0
  (1) pair deepmd, perpetual
      attributes: , newton on
      pair build: full/bin/atomonly
      stencil: full/bin/3d
      bin: standard
Setting up Verlet run ...
  Unit style    : metal
  Current step  : 0
  Time step     : 0.002
Per MPI rank memory allocation (min/avg/max) = 3.949 | 3.949 | 3.949 Mbytes
Step Temp PotEng KinEng TotEng Press Volume Lx Ly Lz Xy Xz Yz 
       0          100   -24.006048  0.051704058   -23.954344    76.316199    1008.3119    10.043653    9.8644438    10.177254    0.2580534     -0.07606    -0.106857 
      10    81.641817   -23.994863  0.042212133   -23.952651   -308.61877    1012.8966    10.058852    9.8793722    10.192656   0.25844393 -0.076175106  -0.10701871 
      20    90.599974   -23.997321  0.046843863   -23.950477   -623.18928    1017.7285    10.074822    9.8950567    10.208837   0.25885423 -0.076296042  -0.10718862 
      30    73.859713   -23.984909  0.038188469    -23.94672   -796.08687    1022.7852     10.09148     9.911418    10.225717   0.25928224 -0.076422195  -0.10736585 
      40    85.702046   -23.988067  0.044311436   -23.943755   -812.48562    1028.0725    10.108839    9.9284676    10.243308   0.25972826 -0.076553657  -0.10755054 
      50    78.554063   -23.980684  0.040615638   -23.940068   -680.14039    1033.6392    10.127052    9.9463554    10.261763    0.2601962 -0.076691581  -0.10774431 
      60    104.06412   -23.989828  0.053805372   -23.936022   -391.08019    1039.5319     10.14626    9.9652207    10.281226   0.26068972 -0.076837043  -0.10794867 
      70    107.12275   -23.984229   0.05538681   -23.928842     8.565507    1045.8438    10.166754    9.9853491    10.301993   0.26121628 -0.076992243  -0.10816671 
      80    133.27419   -23.988196  0.068908163   -23.919288    404.79437     1052.721     10.18899    10.007188    10.324525   0.26178759 -0.077160634  -0.10840328 
      90    142.84843   -23.980259  0.073858436   -23.906401    706.34742    1060.3563    10.213564    10.031324    10.349426   0.26241897 -0.077346732  -0.10866473 
     100    175.21635   -23.984632  0.090593964   -23.894038     877.9704    1068.9432     10.24106    10.058329    10.377287   0.26312544 -0.077554958  -0.10895727 
     110    204.42782   -23.988564   0.10569748   -23.882866    827.31359    1078.7193    10.272186    10.088899    10.408827   0.26392515  -0.07779067  -0.10928842 
     120    227.25698   -23.993795   0.11750108   -23.876293    503.13434    1089.9126    10.307593    10.123675    10.444705   0.26483488 -0.078058808  -0.10966513 
     130      229.215   -23.993761   0.11851346   -23.875247    81.786766      1102.62    10.347498    10.162867    10.485141   0.26586015 -0.078361001  -0.11008969 
     140    182.15635   -23.976856  0.094182224   -23.882674    -288.0771    1116.8237     10.39174     10.20632    10.529971   0.26699687 -0.078696044  -0.11056039 
     150    154.46407   -23.981077  0.079864194   -23.901213   -553.83288    1132.4081    10.439853    10.253575    10.578724   0.26823304 -0.079060401  -0.11107228 
     160    104.07065   -23.974984  0.053808751   -23.921175   -636.05773    1149.2243    10.491276     10.30408    10.630832   0.26955428 -0.079449828  -0.11161938 
     170    91.048151   -23.986979  0.047075589   -23.939903   -524.21306    1167.1377    10.545506    10.357343    10.685783   0.27094761 -0.079860506  -0.11219635 
     180    66.170025   -23.986031  0.034212588   -23.951818   -316.96193    1186.1388    10.602425    10.413246    10.743459   0.27241005 -0.080291555  -0.11280193 
     190    79.377794   -24.000394  0.041041541   -23.959353    -73.95673    1206.2633    10.662051    10.471808    10.803878   0.27394202 -0.080743096   -0.1134363 
     200    63.755563   -23.995777  0.032964213   -23.962813    183.26492    1227.6045    10.724561    10.533203     10.86722   0.27554812 -0.081216484  -0.11410136 
     210    77.593148    -24.00486  0.040118806   -23.964742    392.93938    1250.3107     10.79028    10.597749    10.933812   0.27723663 -0.081714164  -0.11480056 
     220    59.749823   -23.994976  0.030893083   -23.964083    515.57249    1274.5528    10.859571    10.665804    11.004026   0.27901694 -0.082238903  -0.11553777 
     230    77.230645   -24.003605  0.039931378   -23.963673    523.85302    1300.5245    10.932837    10.737763    11.078267   0.28089939 -0.082793746  -0.11631727 
     240    66.746834   -23.995839  0.034510822   -23.961329     425.0685    1328.4376    11.010501    10.814041    11.156964   0.28289483 -0.083381891  -0.11714355 
     250    85.970238   -24.003212  0.044450102   -23.958762    239.64432    1358.5244    11.093005    10.895073    11.240565    0.2850146 -0.084006685  -0.11802133 
     260    77.304145   -23.994151   0.03996938   -23.954181    4.5394786    1391.0435    11.180819     10.98132    11.329547   0.28727083 -0.084671697  -0.11895561 
     270    88.280801   -23.993843  0.045644757   -23.948199    -239.4849    1426.3002    11.274493    11.073323    11.424467   0.28967762 -0.085381087  -0.11995223 
     280    83.192579   -23.983108  0.043013939   -23.940094   -419.10092    1464.6495    11.374648     11.17169    11.525954    0.2922509  -0.08613955   -0.1210178 
     290    95.714685   -23.982124  0.049488376   -23.932636   -502.49736    1506.5285    11.482043    11.277169    11.634778   0.29501023 -0.086952849  -0.12216041 
     300    99.968842   -23.976725  0.051687948   -23.925037   -498.15978    1552.4994    11.597664    11.390727    11.751937    0.2979809  -0.08782844  -0.12339053 
     310    114.94458   -23.979257   0.05943101   -23.919826   -363.75345    1603.1819     11.72252    11.513355    11.878454   0.30118885 -0.088773967   -0.1247189 
     320    136.44199   -23.986984  0.070546047   -23.916438   -134.10331    1659.4006    11.857973    11.646392    12.015709   0.30466908 -0.089799747  -0.12616003 
     330    150.10767   -23.991798  0.077611755   -23.914187    89.197764    1722.1582    12.005615    11.791399    12.165314   0.30846245 -0.090917825  -0.12773082 
     340    156.81272   -23.995126  0.081078541   -23.914047    282.08056     1792.523    12.166947    11.949853    12.328793   0.31260761  -0.09213959  -0.12944728 
     350    141.93977   -23.987643   0.07338862   -23.914255    418.91425    1871.6853    12.343481    12.123237    12.507675   0.31714332 -0.093476471  -0.13132547 
     360    147.94184   -23.995291  0.076491933   -23.918799    410.43933      1961.05    12.536884    12.313189     12.70365   0.32211245 -0.094941099  -0.13338313 
     370     127.8514   -23.990763  0.066104362   -23.924659    303.82751     2061.946    12.748306    12.520838    12.917885   0.32754455 -0.096542184   -0.1356325 
     380    120.48821   -23.996081  0.062297294   -23.933784    163.02052    2175.7101    12.978576       12.747    13.151218   0.33346094  -0.09828601  -0.13808241 
     390     86.46885   -23.989871  0.044707904   -23.945163    1.1657593    2303.8017    13.228433    12.992399    13.404399   0.33988056  -0.10017816   -0.1407407 
     400    74.265758   -23.995493  0.038398411   -23.957095   -126.95688    2447.6613     13.49824    13.257392    13.677795   0.34681276  -0.10222139  -0.14361125 
     410    42.797867   -23.988482  0.022128234   -23.966354   -190.06057    2608.8088    13.788197    13.542174    13.971608   0.35426266  -0.10441722  -0.14669617 
     420    41.483069    -23.99495   0.02144843   -23.973501   -202.02318    2788.9725    14.098561    13.847001    14.286101   0.36223691  -0.10676759  -0.14999822 
     430    28.011572   -23.992145   0.01448312   -23.977662   -175.46946    2990.0733     14.42959    14.172123    14.621533    0.3707421  -0.10927445  -0.15352012 
     440    37.239203   -24.000044  0.019254179    -23.98079   -116.11114    3214.0139    14.781187    14.517446    14.977807   0.37977573  -0.11193707  -0.15726084 
     450    30.144514   -23.997672  0.015585937   -23.982086   -44.523485    3462.6292    15.152887    14.882514    15.354451   0.38932589  -0.11475194  -0.16121546 
