#       step         max_devi_e         min_devi_e         avg_devi_e         max_devi_f         min_devi_f         avg_devi_f
           0       2.692572e+00       6.081531e-01       1.077262e+00       2.073083e-02       6.968960e-03       1.728778e-02
          10       2.747518e+00       6.183561e-01       1.099440e+00       3.753207e-02       2.906757e-02       3.245578e-02
          20       2.797365e+00       6.481928e-01       1.119304e+00       3.495896e-02       1.060667e-02       2.876240e-02
          30       2.825002e+00       6.660202e-01       1.130143e+00       3.186513e-02       1.870316e-02       2.681086e-02
          40       2.829833e+00       6.780788e-01       1.131911e+00       2.000454e-02       1.701879e-02       1.852060e-02
          50       2.806021e+00       6.574870e-01       1.122441e+00       2.257078e-02       6.435130e-03       1.875231e-02
          60       2.758166e+00       6.380674e-01       1.103615e+00       4.088509e-02       2.838513e-02       3.530469e-02
          70       2.695446e+00       6.039055e-01       1.078857e+00       3.775066e-02       1.641560e-02       3.294526e-02
          80       2.626422e+00       5.737262e-01       1.051522e+00       3.066961e-02       1.853334e-02       2.714496e-02
          90       2.571171e+00       5.675445e-01       1.029334e+00       2.890964e-02       2.259764e-02       2.519577e-02
         100       2.530637e+00       5.529636e-01       1.012917e+00       4.343589e-02       2.509468e-02       3.414684e-02
         110       2.528212e+00       5.591784e-01       1.012130e+00       4.366114e-02       2.125292e-02       3.464418e-02
         120       2.554208e+00       5.679973e-01       1.022414e+00       4.716403e-02       3.350543e-02       4.090935e-02
         130       2.627993e+00       6.270403e-01       1.051591e+00       3.557182e-02       2.138408e-02       3.147475e-02
         140       2.715725e+00       6.038778e-01       1.086571e+00       2.404832e-02       1.534927e-02       1.901389e-02
         150       2.789700e+00       6.031020e-01       1.116489e+00       3.539529e-02       1.020011e-02       2.869063e-02
         160       2.826813e+00       6.028455e-01       1.131837e+00       4.991927e-02       1.899648e-02       4.010239e-02
         170       2.826921e+00       6.082230e-01       1.131693e+00       3.789816e-02       2.191113e-02       3.309384e-02
         180       2.801156e+00       6.266957e-01       1.120805e+00       2.698833e-02       2.232824e-02       2.423986e-02
         190       2.757786e+00       6.463944e-01       1.103077e+00       2.053691e-02       1.389503e-02       1.794215e-02
         200       2.708453e+00       6.597165e-01       1.083368e+00       2.365281e-02       7.460729e-03       2.012439e-02
         210       2.654036e+00       6.478566e-01       1.061803e+00       3.267934e-02       2.062066e-02       2.918613e-02
         220       2.613321e+00       6.218088e-01       1.045540e+00       2.639254e-02       9.810195e-03       2.269461e-02
         230       2.587052e+00       5.914759e-01       1.035177e+00       2.223738e-02       1.551740e-02       1.862850e-02
         240       2.582862e+00       5.897818e-01       1.033566e+00       2.472420e-02       1.293125e-02       1.989782e-02
         250       2.597039e+00       5.867091e-01       1.039537e+00       3.056969e-02       2.202629e-02       2.681675e-02
         260       2.632315e+00       5.865131e-01       1.053870e+00       3.467609e-02       2.007505e-02       3.015845e-02
         270       2.682177e+00       6.083168e-01       1.073367e+00       2.776196e-02       1.436924e-02       2.332782e-02
         280       2.739042e+00       6.427218e-01       1.095677e+00       1.991590e-02       9.707076e-03       1.608196e-02
         290       2.792512e+00       6.693180e-01       1.117065e+00       2.956690e-02       1.113372e-02       2.447220e-02
         300       2.826877e+00       6.957347e-01       1.130946e+00       3.959472e-02       9.114538e-03       3.163835e-02
         310       2.841256e+00       6.402105e-01       1.137047e+00       4.073353e-02       1.745582e-02       3.517520e-02
         320       2.818819e+00       6.009581e-01       1.128157e+00       3.547136e-02       3.022554e-02       3.281580e-02
         330       2.771577e+00       5.809217e-01       1.109228e+00       2.133460e-02       1.317981e-02       1.718560e-02
         340       2.702944e+00       5.572893e-01       1.082384e+00       3.998816e-02       2.458385e-02       3.270974e-02
         350       2.632755e+00       5.543882e-01       1.054255e+00       4.979332e-02       3.192737e-02       4.099138e-02
         360       2.579486e+00       5.801275e-01       1.032524e+00       4.166156e-02       2.292533e-02       3.621947e-02
         370       2.551444e+00       6.127987e-01       1.020674e+00       2.895345e-02       1.619450e-02       2.460387e-02
         380       2.553254e+00       6.183592e-01       1.021258e+00       2.555124e-02       1.474361e-02       2.116656e-02
         390       2.583161e+00       5.925542e-01       1.033719e+00       3.114129e-02       2.161511e-02       2.665505e-02
         400       2.635922e+00       5.988709e-01       1.055101e+00       3.519172e-02       1.791537e-02       2.961943e-02
         410       2.689609e+00       6.197108e-01       1.076408e+00       3.600194e-02       1.583806e-02       2.873537e-02
         420       2.737944e+00       6.303607e-01       1.095482e+00       1.912673e-02       1.437100e-02       1.703866e-02
         430       2.769136e+00       6.359962e-01       1.107943e+00       1.921120e-02       1.336380e-02       1.555026e-02
         440       2.786650e+00       6.498076e-01       1.114882e+00       2.893153e-02       6.767163e-03       2.367571e-02
         450       2.786496e+00       6.603634e-01       1.114695e+00       3.146001e-02       1.450804e-02       2.713007e-02
         460       2.772029e+00       6.713188e-01       1.108804e+00       2.459555e-02       4.304317e-03       2.020360e-02
         470       2.742537e+00       6.272109e-01       1.097004e+00       1.796702e-02       7.852572e-03       1.484919e-02
         480       2.704842e+00       5.813446e-01       1.082372e+00       2.627174e-02       1.656469e-02       1.998481e-02
         490       2.668407e+00       5.530866e-01       1.068307e+00       3.880412e-02       2.777142e-02       3.051276e-02
         500       2.636512e+00       5.491172e-01       1.055424e+00       3.999946e-02       2.809221e-02       3.204187e-02
         510       2.620457e+00       5.572659e-01       1.048741e+00       2.799146e-02       2.240761e-02       2.458702e-02
         520       2.615678e+00       5.772161e-01       1.046631e+00       2.130406e-02       1.740753e-02       1.955200e-02
         530       2.633261e+00       6.229249e-01       1.053476e+00       2.470847e-02       8.798928e-03       2.111257e-02
         540       2.666529e+00       6.050388e-01       1.067184e+00       3.528372e-02       1.757429e-02       3.102600e-02
         550       2.712927e+00       6.028235e-01       1.085813e+00       3.586137e-02       1.613846e-02       2.932479e-02
         560       2.749383e+00       6.138310e-01       1.100330e+00       3.353535e-02       1.971353e-02       2.578250e-02
         570       2.768307e+00       6.197190e-01       1.108216e+00       4.636641e-02       2.135442e-02       3.057373e-02
         580       2.760657e+00       6.347563e-01       1.104975e+00       3.851115e-02       2.793203e-02       3.335195e-02
         590       2.732317e+00       6.477568e-01       1.093353e+00       4.108714e-02       2.178930e-02       3.678772e-02
         600       2.701512e+00       6.260314e-01       1.081035e+00       3.396500e-02       1.423937e-02       2.887845e-02
         610       2.666027e+00       5.599080e-01       1.066955e+00       3.120899e-02       1.608022e-02       2.090145e-02
         620       2.646255e+00       5.095786e-01       1.059990e+00       5.815291e-02       2.168758e-02       3.613889e-02
         630       2.633450e+00       5.028057e-01       1.055556e+00       6.878858e-02       3.481480e-02       4.945716e-02
         640       2.647042e+00       5.404699e-01       1.060218e+00       5.215894e-02       3.235501e-02       4.068279e-02
         650       2.671820e+00       6.082932e-01       1.068999e+00       3.188251e-02       2.151124e-02       2.772165e-02
         660       2.706015e+00       6.443501e-01       1.082341e+00       1.913960e-02       1.069369e-02       1.673823e-02
         670       2.734707e+00       6.427049e-01       1.094262e+00       3.092333e-02       1.888960e-02       2.667431e-02
         680       2.752703e+00       6.049390e-01       1.102179e+00       4.730055e-02       3.538767e-02       3.979630e-02
         690       2.751022e+00       5.988925e-01       1.101650e+00       4.753773e-02       2.958604e-02       3.796972e-02
         700       2.728052e+00       6.074237e-01       1.091812e+00       3.269195e-02       1.978669e-02       2.529093e-02
         710       2.698375e+00       6.116777e-01       1.079390e+00       1.444995e-02       8.191717e-03       1.020150e-02
         720       2.667295e+00       6.214071e-01       1.067066e+00       2.460327e-02       2.018862e-02       2.252748e-02
         730       2.651806e+00       6.245034e-01       1.060938e+00       2.921948e-02       5.783744e-03       2.435217e-02
         740       2.645383e+00       5.913473e-01       1.058471e+00       2.891152e-02       1.835187e-02       2.489485e-02
         750       2.652539e+00       5.694812e-01       1.061458e+00       2.644131e-02       1.627195e-02       1.990062e-02
         760       2.666230e+00       5.657150e-01       1.066935e+00       2.672407e-02       1.246245e-02       1.827289e-02
         770       2.688069e+00       5.767262e-01       1.075674e+00       3.026561e-02       2.098369e-02       2.383412e-02
         780       2.711821e+00       5.941182e-01       1.085167e+00       2.969493e-02       1.545475e-02       2.560454e-02
         790       2.735157e+00       6.160578e-01       1.094255e+00       2.511477e-02       1.198019e-02       2.051408e-02
         800       2.755535e+00       6.537323e-01       1.102117e+00       1.522580e-02       7.956669e-03       1.272826e-02
         810       2.766216e+00       6.524147e-01       1.106461e+00       1.898995e-02       9.944309e-03       1.646528e-02
         820       2.768182e+00       6.516409e-01       1.107467e+00       3.119706e-02       5.878310e-03       2.475475e-02
         830       2.751002e+00       6.416047e-01       1.100843e+00       3.465402e-02       2.076096e-02       3.083805e-02
         840       2.722896e+00       6.307441e-01       1.089703e+00       3.101708e-02       2.180234e-02       2.508638e-02
         850       2.680527e+00       6.231404e-01       1.072805e+00       3.429038e-02       1.656442e-02       2.317804e-02
         860       2.640101e+00       6.149062e-01       1.056533e+00       2.854424e-02       1.253319e-02       2.322139e-02
         870       2.604392e+00       6.119999e-01       1.042354e+00       3.471168e-02       1.601470e-02       3.008415e-02
         880       2.585248e+00       6.021596e-01       1.034542e+00       3.438324e-02       1.352567e-02       2.857911e-02
         890       2.587586e+00       6.073169e-01       1.035102e+00       2.367735e-02       1.303543e-02       1.873689e-02
         900       2.612625e+00       5.936254e-01       1.045260e+00       2.053924e-02       1.825734e-02       1.925115e-02
         910       2.657909e+00       5.785700e-01       1.063811e+00       3.604475e-02       1.667070e-02       2.977626e-02
         920       2.708358e+00       5.695116e-01       1.084376e+00       4.352448e-02       2.447790e-02       3.883870e-02
         930       2.765098e+00       5.625599e-01       1.107132e+00       4.219587e-02       2.465804e-02       3.305316e-02
         940       2.802845e+00       5.796151e-01       1.121737e+00       3.073441e-02       1.485760e-02       2.329153e-02
         950       2.823565e+00       6.150594e-01       1.129750e+00       2.908065e-02       1.052647e-02       2.388493e-02
         960       2.810968e+00       6.484571e-01       1.124737e+00       4.165656e-02       7.877782e-03       3.154620e-02
         970       2.776615e+00       6.613635e-01       1.111054e+00       4.258050e-02       1.646830e-02       3.649754e-02
         980       2.727195e+00       6.274340e-01       1.091409e+00       3.790659e-02       1.542886e-02       3.171979e-02
         990       2.676756e+00       6.174161e-01       1.070823e+00       1.623312e-02       1.042412e-02       1.388857e-02
        1000       2.629645e+00       5.983134e-01       1.052269e+00       2.358430e-02       1.327642e-02       1.980110e-02
